video_id,segment_id,start,end,n_viewers_reached,completion_rate,dropoff_rate,n_pauses,n_replays,n_seeks,avg_pause_rate,avg_replay_rate,retention_next,dropoff_velocity,completion_acceleration,dropoff_trend_3seg,dropoff_relative_score,is_relative_outlier
v14,46,690,705,26,0.0663,0.6923,2,0,0,0.0769,0.0,0.0204,0.3264,0.007599999999999996,0.4544333333333334,3.662316563246155,True
v14,47,705,716,8,0.0204,0.875,0,0,0,0.0,0.0,0.0204,0.18269999999999997,-0.007599999999999996,0.6444000000000001,4.762652701336749,True
v15,0,0,15,372,1.0,0.0108,66,17,81,0.1774,0.0457,0.9892,0.0,0.0,0.0108,-0.42529210743982115,False
v15,1,15,30,368,0.9892,0.0299,46,16,50,0.125,0.0435,0.9597,0.0191,0.0,0.02035,-0.33194862542974285,False
v15,2,30,45,357,0.9597,0.014,36,19,47,0.1008,0.0532,0.9462,-0.015899999999999997,-0.01869999999999994,0.018233333333333334,-0.4096534088831589,False
v15,3,45,60,352,0.9462,0.0426,45,11,57,0.1278,0.0312,0.9059,0.0286,0.016000000000000014,0.028833333333333332,-0.26988254053298916,False
v15,4,60,75,337,0.9059,0.0415,38,7,29,0.1128,0.0208,0.8683,-0.0010999999999999968,-0.026800000000000046,0.0327,-0.2752583431618418,False
v15,5,75,90,323,0.8683,0.0062,20,9,26,0.0619,0.0279,0.8629,-0.035300000000000005,0.0026999999999999247,0.030100000000000002,-0.4477727366150233,False
v15,6,90,105,321,0.8629,0.0436,40,9,28,0.1246,0.028,0.8253,0.0374,0.03220000000000012,0.03043333333333333,-0.2649954472340321,False
v15,7,105,120,307,0.8253,0.0293,18,8,28,0.0586,0.0261,0.8011,-0.0143,-0.032200000000000006,0.026366666666666667,-0.33488088140911704,False
v15,8,120,135,298,0.8011,0.0034,18,3,18,0.0604,0.0101,0.7984,-0.0259,0.013399999999999967,0.025433333333333332,-0.46145659785210286,False
v15,9,135,150,297,0.7984,0.0135,20,7,23,0.0673,0.0236,0.7876,0.0101,0.021499999999999964,0.015399999999999999,-0.41209695553263737,False
v15,10,150,165,293,0.7876,0.0068,24,7,25,0.0819,0.0239,0.7823,-0.0067,-0.008099999999999996,0.007899999999999999,-0.4448404806356491,False
v15,11,165,180,291,0.7823,0.0103,26,4,24,0.0893,0.0137,0.7742,0.0035000000000000005,0.00550000000000006,0.010199999999999999,-0.42773565408929964,False
v15,12,180,195,288,0.7742,0.0278,45,5,24,0.1562,0.0174,0.7527,0.017499999999999998,-0.0028000000000000247,0.014966666666666665,-0.3422115213575525,False
v15,13,195,210,280,0.7527,0.0536,67,10,16,0.2393,0.0357,0.7124,0.025800000000000003,-0.013399999999999967,0.03056666666666667,-0.2161245142444623,False
v15,14,210,225,265,0.7124,0.0415,64,5,13,0.2415,0.0189,0.6828,-0.0121,-0.01880000000000004,0.040966666666666665,-0.2752583431618418,False
v15,15,225,240,254,0.6828,0.0591,79,6,12,0.311,0.0236,0.6425,0.017599999999999998,0.010699999999999932,0.0514,-0.18924550110019892,False
v15,16,240,255,239,0.6425,0.0921,76,6,11,0.318,0.0251,0.5833,0.033,-0.010699999999999932,0.06423333333333332,-0.027971422234618452,False
v15,17,255,270,217,0.5833,0.0415,69,4,6,0.318,0.0184,0.5591,-0.0506,-0.018899999999999917,0.06423333333333334,-0.2752583431618418,False
v15,18,270,285,208,0.5591,0.0577,40,3,12,0.1923,0.0144,0.5269,0.0162,0.03499999999999992,0.06376666666666667,-0.1960874317187387,False
v15,19,285,300,196,0.5269,0.0408,31,1,12,0.1582,0.0051,0.5054,-0.0169,-0.008000000000000007,0.04666666666666667,-0.27867930847111166,False
v15,20,300,315,188,0.5054,0.0,9,0,5,0.0479,0.0,0.5054,-0.0408,0.010699999999999932,0.03283333333333333,-0.4780727150685566,False
v15,21,315,330,188,0.5054,0.0372,9,3,9,0.0479,0.016,0.4866,0.0372,0.021500000000000075,0.026,-0.29627284434735685,False
v15,22,330,345,181,0.4866,0.0221,2,4,9,0.011,0.0221,0.4758,-0.015099999999999995,-0.018799999999999983,0.019766666666666665,-0.37006795316160723,False
v15,23,345,360,177,0.4758,0.0056,3,2,11,0.0169,0.0113,0.4731,-0.0165,0.008000000000000007,0.021633333333333334,-0.45070499259439756,False
v15,24,360,375,176,0.4731,0.0114,8,1,11,0.0455,0.0057,0.4677,0.0058000000000000005,0.008099999999999996,0.013033333333333334,-0.422359851460447,False
v15,25,375,390,174,0.4677,0.0115,6,1,9,0.0345,0.0057,0.4624,9.99999999999994e-05,-0.0027000000000000357,0.0095,-0.4218711421305513,False
v15,26,390,405,172,0.4624,0.0116,7,3,7,0.0407,0.0174,0.457,9.99999999999994e-05,9.999999999998899e-05,0.011500000000000002,-0.4213824328006556,False
v15,27,405,420,170,0.457,0.0059,5,2,5,0.0294,0.0118,0.4543,-0.005699999999999999,-9.999999999993348e-05,0.009666666666666665,-0.4492388646047104,False
v15,28,420,435,169,0.4543,0.0059,4,1,4,0.0237,0.0059,0.4516,0.0,0.0026999999999999247,0.007799999999999999,-0.4492388646047104,False
v15,29,435,450,168,0.4516,0.0119,6,2,3,0.0357,0.0119,0.4462,0.006000000000000001,5.551115123125783e-17,0.007899999999999999,-0.41991630481096853,False
v15,30,450,465,166,0.4462,0.0241,8,2,9,0.0482,0.012,0.4355,0.012199999999999999,-0.0027000000000000357,0.013966666666666669,-0.36029376656369333,False
v15,31,465,480,162,0.4355,0.0185,3,5,7,0.0185,0.0309,0.4274,-0.005600000000000001,-0.005299999999999971,0.018166666666666668,-0.3876614890378524,False
v15,32,480,495,159,0.4274,0.0063,5,1,9,0.0314,0.0063,0.4247,-0.012199999999999999,0.002599999999999991,0.0163,-0.4472840272851276,False
v15,33,495,510,158,0.4247,0.0063,4,3,8,0.0253,0.019,0.422,0.0,0.005400000000000016,0.010366666666666668,-0.4472840272851276,False
v15,34,510,525,157,0.422,0.0,5,2,8,0.0318,0.0127,0.422,-0.0063,-5.551115123125783e-17,0.0042000000000000015,-0.4780727150685566,False
v15,35,525,540,157,0.422,0.0255,4,5,10,0.0255,0.0318,0.4113,0.0255,0.0027000000000000357,0.0106,-0.35345183594515356,False
v15,36,540,555,153,0.4113,0.0065,2,3,4,0.0131,0.0196,0.4086,-0.019,-0.010699999999999987,0.010666666666666666,-0.44630660862533617,False
v15,37,555,570,152,0.4086,0.0,3,1,4,0.0197,0.0066,0.4086,-0.0065,0.008000000000000007,0.010666666666666666,-0.4780727150685566,False
v15,38,570,585,152,0.4086,0.0066,5,3,8,0.0329,0.0197,0.4059,0.0066,0.00269999999999998,0.004366666666666668,-0.4458178992954405,False
v15,39,585,600,151,0.4059,0.0464,6,3,7,0.0397,0.0199,0.3871,0.039799999999999995,-0.0027000000000000357,0.017666666666666667,-0.2513115859969526,False
v15,40,600,615,144,0.3871,0.0903,4,1,5,0.0278,0.0069,0.3522,0.04390000000000001,-0.016099999999999948,0.04776666666666667,-0.036768190172741,False
v15,41,615,630,131,0.3522,0.1145,6,2,8,0.0458,0.0153,0.3118,0.0242,-0.016100000000000003,0.08373333333333333,0.08149946766201799,False
v15,42,630,645,116,0.3118,0.1724,6,3,5,0.0517,0.0259,0.2581,0.05789999999999999,-0.005500000000000005,0.12573333333333334,0.36446216967162726,False
v15,43,645,660,96,0.2581,0.1667,1,1,5,0.0104,0.0104,0.2151,-0.005700000000000011,-0.013300000000000034,0.15119999999999997,0.3366057378675724,False
v15,44,660,675,80,0.2151,0.175,1,1,4,0.0125,0.0125,0.1774,0.008300000000000002,0.010700000000000043,0.17136666666666667,0.3771686122489154,False
v15,45,675,690,66,0.1774,0.2273,4,0,3,0.0606,0.0,0.1371,0.05230000000000001,0.005299999999999971,0.18966666666666665,0.6327635917843657,False
v15,46,690,705,51,0.1371,0.3137,0,1,3,0.0,0.0196,0.0941,0.08639999999999998,-0.002599999999999991,0.23866666666666667,1.055008452814249,True
v15,47,705,720,35,0.0941,0.2571,1,0,1,0.0286,0.0,0.0699,-0.056599999999999984,-0.002699999999999994,0.2660333333333333,0.7783989720932838,False
v15,48,720,735,26,0.0699,0.6538,2,0,0,0.0769,0.0,0.0242,0.39670000000000005,0.018799999999999997,0.40820000000000006,2.717108883789519,True
v15,49,735,750,9,0.0242,0.8889,0,0,0,0.0,0.0,0.0027,0.23509999999999998,-0.021500000000000005,0.5999333333333333,3.8660645183743063,True
v15,50,750,752,1,0.0027,1.0,0,0,0,0.0,0.0,0.0027,0.11109999999999998,0.024200000000000006,0.8475666666666667,4.409020583888426,True
v16,0,0,15,374,1.0,0.0481,122,41,163,0.3262,0.1096,0.9519,0.0,0.0,0.0481,-0.4860749943267463,False
v16,1,15,30,356,0.9519,0.0843,78,23,108,0.2191,0.0646,0.8717,0.0362,0.0,0.0662,-0.35440488361864403,False
v16,2,30,45,326,0.8717,0.0736,64,20,87,0.1963,0.0613,0.8075,-0.010700000000000001,-0.032099999999999906,0.06866666666666667,-0.39332394949092836,False
v16,3,45,60,302,0.8075,0.0132,32,17,49,0.106,0.0563,0.7968,-0.060399999999999995,0.015999999999999903,0.05703333333333333,-0.6130166203961599,False
v16,4,60,75,298,0.7968,0.0101,39,16,49,0.1309,0.0537,0.7888,-0.0031000000000000003,0.05349999999999999,0.0323,-0.6242922376114945,False
v16,5,75,90,295,0.7888,0.0169,45,14,65,0.1525,0.0475,0.7754,0.006799999999999999,0.0027000000000000357,0.013400000000000004,-0.5995586256552764,False
v16,6,90,105,290,0.7754,0.0897,134,13,53,0.4621,0.0448,0.7059,0.0728,-0.00539999999999996,0.038900000000000004,-0.3347634858887061,False
v16,7,105,120,264,0.7059,0.1667,226,11,39,0.8561,0.0417,0.5882,0.07699999999999999,-0.05610000000000004,0.0911,-0.054691703443295187,False
v16,8,120,135,220,0.5882,0.1773,133,9,28,0.6045,0.0409,0.484,0.010600000000000026,-0.04820000000000002,0.14456666666666665,-0.016136367158602154,False
v16,9,135,150,181,0.484,0.1326,65,3,18,0.3591,0.0166,0.4198,-0.04470000000000002,0.013500000000000068,0.15886666666666668,-0.17872349281197714,False
v16,10,150,165,157,0.4198,0.0382,14,2,19,0.0892,0.0127,0.4037,-0.0944,0.03999999999999998,0.11603333333333334,-0.5220842234982991,False
v16,11,165,180,151,0.4037,0.053,11,2,21,0.0728,0.0132,0.3824,0.0148,0.048099999999999976,0.07460000000000001,-0.4682522445347656,False
v16,12,180,195,143,0.3824,0.035,12,7,22,0.0839,0.049,0.369,-0.017999999999999995,-0.005199999999999982,0.042066666666666676,-0.5337235703012253,False
v16,13,195,210,138,0.369,0.0217,7,3,17,0.0507,0.0217,0.361,-0.013300000000000003,0.007899999999999963,0.03656666666666668,-0.5820996054508872,False
v16,14,210,225,135,0.361,0.0222,7,4,13,0.0519,0.0296,0.3529,0.0005000000000000004,0.005400000000000016,0.026300000000000007,-0.58028095751293,False
v16,15,225,240,132,0.3529,0.0606,14,5,19,0.1061,0.0379,0.3316,0.038400000000000004,-9.999999999998899e-05,0.03483333333333335,-0.44060879587781593,False
v16,16,240,255,124,0.3316,0.0726,12,2,9,0.0968,0.0161,0.3075,0.011999999999999997,-0.01319999999999999,0.05180000000000001,-0.3969612453668428,False
v16,17,255,270,115,0.3075,0.2261,5,1,13,0.0435,0.0087,0.238,0.1535,-0.0028000000000000247,0.11976666666666669,0.16136367158602186,False
v16,18,270,285,89,0.238,0.3483,8,2,7,0.0899,0.0225,0.1551,0.1222,-0.045399999999999996,0.21566666666666667,0.6058412276227649,False
v16,19,285,300,58,0.1551,0.3621,3,1,4,0.0517,0.0172,0.0989,0.013799999999999979,-0.013399999999999995,0.31216666666666665,0.656035910710384,False
v16,20,300,315,37,0.0989,0.9459,5,1,2,0.1351,0.027,0.0053,0.5838,0.026700000000000015,0.5520999999999999,2.7794892430692273,True
v16,21,315,316,2,0.0053,1.0,0,0,0,0.0,0.0,0.0053,0.05410000000000004,-0.03740000000000002,0.7693333333333333,2.976266949956198,True
v17,0,0,15,391,1.0,0.0102,45,26,74,0.1151,0.0665,0.9898,0.0,0.0,0.0102,-0.42175393099972264,False
v17,1,15,30,387,0.9898,0.0207,41,14,62,0.1059,0.0362,0.9693,0.010499999999999999,0.0,0.01545,-0.3664654550270106,False
v17,2,30,45,379,0.9693,0.0264,46,10,42,0.1214,0.0264,0.9437,0.0057,-0.010299999999999976,0.019100000000000002,-0.33645171092753834,False
v17,3,45,60,369,0.9437,0.0244,37,16,44,0.1003,0.0434,0.9207,-0.0019999999999999983,-0.0051000000000001044,0.023833333333333335,-0.3469828492080549,False
v17,4,60,75,360,0.9207,0.0417,42,14,34,0.1167,0.0389,0.8824,0.0173,0.0026000000000000467,0.030833333333333334,-0.2558885030815865,False
v17,5,75,90,345,0.8824,0.0435,36,10,28,0.1043,0.029,0.844,0.001799999999999996,-0.01529999999999998,0.036533333333333334,-0.24641047862912158,False
v17,6,90,105,330,0.844,0.0212,22,9,26,0.0667,0.0273,0.8261,-0.022299999999999997,-9.999999999998899e-05,0.03546666666666667,-0.3638326704568815,False
v17,7,105,120,323,0.8261,0.0341,18,6,21,0.0557,0.0186,0.798,0.012899999999999998,0.020499999999999963,0.032933333333333335,-0.2959068285475495,False
v17,8,120,135,312,0.798,0.0353,24,4,16,0.0769,0.0128,0.7698,0.0011999999999999997,-0.010199999999999876,0.030199999999999994,-0.28958814557923956,False
v17,9,135,150,301,0.7698,0.0033,9,3,19,0.0299,0.01,0.7673,-0.032,-0.00010000000000010001,0.024233333333333332,-0.4580863580675049,False
v17,10,150,165,300,0.7673,0.0133,16,4,15,0.0533,0.0133,0.757,0.009999999999999998,0.025699999999999945,0.017299999999999996,-0.40543066666492195,False
v17,11,165,180,296,0.757,0.0101,13,8,8,0.0439,0.027,0.7494,-0.0031999999999999997,-0.007799999999999918,0.008899999999999998,-0.4222804879137485,False
v17,12,180,195,293,0.7494,0.0102,15,5,18,0.0512,0.0171,0.7417,0.00010000000000000113,0.0026999999999999247,0.011199999999999996,-0.42175393099972264,False
v17,13,195,210,290,0.7417,0.0069,14,4,11,0.0483,0.0138,0.7366,-0.003300000000000001,-9.999999999987796e-05,0.009066666666666666,-0.439130309162575,False
v17,14,210,225,288,0.7366,0.0035,7,3,16,0.0243,0.0104,0.734,-0.0034,0.0025999999999999357,0.006866666666666666,-0.4570332442394532,False
v17,15,225,240,287,0.734,0.0035,11,1,12,0.0383,0.0035,0.7315,0.0,0.0024999999999999467,0.0046333333333333305,-0.4570332442394532,False
v17,16,240,255,286,0.7315,0.0175,15,4,12,0.0524,0.014,0.7187,0.014000000000000002,0.00010000000000010001,0.008166666666666664,-0.3833152762758371,False
v17,17,255,270,281,0.7187,0.0036,7,2,10,0.0249,0.0071,0.7161,-0.013900000000000003,-0.010300000000000087,0.008199999999999997,-0.4565066873254274,False
v17,18,270,285,280,0.7161,0.0036,12,4,11,0.0429,0.0143,0.7136,0.0,0.010199999999999987,0.00823333333333333,-0.4565066873254274,False
v17,19,285,300,279,0.7136,0.0036,5,4,5,0.0179,0.0143,0.711,0.0,0.00010000000000010001,0.0036,-0.4565066873254274,False
v17,20,300,315,278,0.711,0.0,4,3,17,0.0144,0.0108,0.711,-0.0036,-0.00010000000000010001,0.0023999999999999976,-0.47546273623035723,False
v17,21,315,330,278,0.711,0.0216,10,7,17,0.036,0.0252,0.6957,0.0216,0.0026000000000000467,0.008399999999999998,-0.3617264428007781,False
v17,22,330,345,272,0.6957,0.0074,10,7,14,0.0368,0.0257,0.6905,-0.0142,-0.01529999999999998,0.009666666666666665,-0.43649752459244584,False
v17,23,345,360,270,0.6905,0.0,6,3,15,0.0222,0.0111,0.6905,-0.0074,0.010099999999999998,0.009666666666666665,-0.47546273623035723,False
v17,24,360,375,270,0.6905,0.0037,8,5,14,0.0296,0.0185,0.688,0.0037,0.005199999999999982,0.003699999999999998,-0.45598013041140156,False
v17,25,375,390,269,0.688,0.0112,10,5,10,0.0372,0.0186,0.6803,0.0075,-0.0025000000000000577,0.004966666666666664,-0.41648836185946436,False
v17,26,390,405,266,0.6803,0.0038,6,0,15,0.0226,0.0,0.6777,-0.0074,-0.005199999999999871,0.006233333333333331,-0.45545357349737575,False
v17,27,405,420,265,0.6777,0.0038,8,6,13,0.0302,0.0226,0.6752,0.0,0.005099999999999882,0.006266666666666664,-0.45545357349737575,False
v17,28,420,435,264,0.6752,0.0038,6,2,7,0.0227,0.0076,0.6726,0.0,0.00010000000000010001,0.0038,-0.45545357349737575,False
v17,29,435,450,263,0.6726,0.0114,14,3,10,0.0532,0.0114,0.665,0.007600000000000001,-0.00010000000000010001,0.006333333333333332,-0.41543524803141274,False
v17,30,450,465,260,0.665,0.0038,5,4,20,0.0192,0.0154,0.6624,-0.007600000000000001,-0.004999999999999893,0.006333333333333331,-0.45545357349737575,False
v17,31,465,480,259,0.6624,0.0116,9,0,9,0.0347,0.0,0.6547,0.0078,0.004999999999999893,0.00893333333333333,-0.41438213420336106,False
v17,32,480,495,256,0.6547,0.0156,7,4,12,0.0273,0.0156,0.6445,0.004,-0.005099999999999993,0.010333333333333332,-0.39331985764232785,False
v17,33,495,510,252,0.6445,0.0119,15,1,13,0.0595,0.004,0.6368,-0.0036999999999999984,-0.0024999999999999467,0.013033333333333329,-0.41280246346128363,False
v17,34,510,525,249,0.6368,0.0161,19,6,14,0.0763,0.0241,0.6266,0.004199999999999999,0.0025000000000000577,0.01453333333333333,-0.39068707307219874,False
v17,35,525,540,245,0.6266,0.0122,18,1,7,0.0735,0.0041,0.6189,-0.003899999999999999,-0.0025000000000000577,0.0134,-0.4112227927192061,False
v17,36,540,555,242,0.6189,0.0413,38,2,5,0.157,0.0083,0.5934,0.0291,0.0024999999999999467,0.0232,-0.2579947307376898,False
v17,37,555,570,232,0.5934,0.0388,46,4,13,0.1983,0.0172,0.5703,-0.0025000000000000022,-0.017799999999999927,0.030766666666666664,-0.2711586535883355,False
v17,38,570,585,223,0.5703,0.0448,54,3,6,0.2422,0.0135,0.5448,0.005999999999999998,0.0023999999999999577,0.041633333333333335,-0.23956523874678579,False
v17,39,585,600,213,0.5448,0.1174,72,2,7,0.338,0.0094,0.4808,0.0726,-0.0024000000000000687,0.067,0.14271508083596618,False
v17,40,600,615,188,0.4808,0.0904,63,2,7,0.3351,0.0106,0.4373,-0.02700000000000001,-0.03849999999999987,0.0842,0.0005447140489922703,False
v17,41,615,630,171,0.4373,0.1228,49,2,5,0.2865,0.0117,0.3836,0.03240000000000001,0.020499999999999963,0.1102,0.17114915419336096,False
v17,42,630,645,150,0.3836,0.08,37,3,5,0.2467,0.02,0.3529,-0.042800000000000005,-0.010200000000000042,0.09773333333333334,-0.054217205009693924,False
v17,43,645,660,138,0.3529,0.0725,20,2,10,0.1449,0.0145,0.3274,-0.007500000000000007,0.02300000000000002,0.09176666666666666,-0.09370897356163115,False
v17,44,660,675,128,0.3274,0.0391,16,1,11,0.125,0.0078,0.3146,-0.03339999999999999,0.005200000000000038,0.06386666666666667,-0.26957898284625803,False
v17,45,675,690,123,0.3146,0.065,11,0,3,0.0894,0.0,0.2941,0.0259,0.012699999999999934,0.05886666666666666,-0.13320074211356828,False
v17,46,690,705,115,0.2941,0.0957,7,2,9,0.0609,0.0174,0.266,0.03069999999999999,-0.007699999999999985,0.06659999999999999,0.02845223049236121,False
v17,47,705,720,104,0.266,0.0769,4,2,3,0.0385,0.0192,0.2455,-0.018799999999999997,-0.00759999999999994,0.07919999999999999,-0.07054046934449465,False
v17,48,720,735,96,0.2455,0.1458,1,0,4,0.0104,0.0,0.2097,0.06890000000000002,0.00759999999999994,0.10613333333333334,0.29225724441930173,False
v17,49,735,750,82,0.2097,0.0854,1,2,2,0.0122,0.0244,0.1918,-0.06040000000000001,-0.01529999999999998,0.10270000000000001,-0.025783131652299136,False
v17,50,750,765,75,0.1918,0.1333,2,2,4,0.0267,0.0267,0.1662,0.0479,0.0179,0.12150000000000001,0.22643763016607302,False
v17,51,765,780,65,0.1662,0.2,4,0,2,0.0615,0.0,0.133,0.06670000000000001,-0.007700000000000012,0.13956666666666667,0.5776510918213011,False
v17,52,780,795,52,0.133,0.1538,0,0,1,0.0,0.0,0.1125,-0.04620000000000002,-0.007599999999999968,0.1623666666666667,0.33438179754136793,False
v17,53,795,810,44,0.1125,0.4091,1,0,5,0.0227,0.0,0.0665,0.2553,0.012699999999999975,0.2543,1.6786815990493098,True
v17,54,810,825,26,0.0665,0.3462,1,0,1,0.0385,0.0,0.0435,-0.06290000000000001,-0.025499999999999995,0.3030333333333333,1.3474773001270632,True
v17,55,825,840,17,0.0435,0.5294,1,0,0,0.0588,0.0,0.0205,0.18319999999999997,0.022999999999999993,0.4282333333333333,2.312129566622382,True
v17,56,840,855,8,0.0205,0.875,0,0,0,0.0,0.0,0.0026,0.3456,1.0408340855860843e-17,0.5835333333333333,4.131910261495648,True
v17,57,855,857,1,0.0026,1.0,0,0,0,0.0,0.0,0.0026,0.125,0.005099999999999997,0.8014666666666667,4.790106404027934,True
v18,0,0,15,361,1.0,0.0249,64,25,123,0.1773,0.0693,0.9751,0.0,0.0,0.0249,-0.44137891229980203,False
v18,1,15,30,352,0.9751,0.0568,67,11,69,0.1903,0.0312,0.9197,0.031900000000000005,0.0,0.04085,-0.27204961894047197,False
v18,2,30,45,332,0.9197,0.0331,43,17,73,0.1295,0.0512,0.8892,-0.023700000000000006,-0.03049999999999997,0.038266666666666664,-0.39785226008831287,False
v18,3,45,60,321,0.8892,0.0374,46,19,42,0.1433,0.0592,0.856,0.004300000000000005,0.024900000000000033,0.042433333333333344,-0.3750273083188733,False
v18,4,60,75,309,0.856,0.0453,48,12,34,0.1553,0.0388,0.8172,0.007899999999999997,-0.0027000000000000357,0.038599999999999995,-0.33309309460292635,False
v18,5,75,90,295,0.8172,0.0034,26,7,38,0.0881,0.0237,0.8144,-0.0419,-0.005599999999999938,0.0287,-0.5555036711469994,False
v18,6,90,105,294,0.8144,0.0102,25,14,31,0.085,0.0476,0.8061,0.0068000000000000005,0.03599999999999992,0.019633333333333332,-0.5194083985813742,False
v18,7,105,120,291,0.8061,0.0103,29,5,49,0.0997,0.0172,0.7978,9.99999999999994e-05,-0.005499999999999949,0.007966666666666667,-0.5188775857495267,False
v18,8,120,135,288,0.7978,0.0104,18,18,27,0.0625,0.0625,0.7895,9.99999999999994e-05,-1.1102230246251565e-16,0.0103,-0.5183467729176794,False
v18,9,135,150,285,0.7895,0.0105,32,10,36,0.1123,0.0351,0.7812,0.00010000000000000113,1.1102230246251565e-16,0.0104,-0.517815960085832,False
v18,10,150,165,282,0.7812,0.0177,37,9,30,0.1312,0.0319,0.7673,0.0072,0.0,0.012866666666666665,-0.47959743619281703,False
v18,11,165,180,277,0.7673,0.0505,90,2,40,0.3249,0.0072,0.7285,0.0328,-0.005600000000000049,0.02623333333333333,-0.30549082734686006,False
v18,12,180,195,263,0.7285,0.0913,112,4,36,0.4259,0.0152,0.662,0.0408,-0.024899999999999922,0.053166666666666675,-0.08891919195310877,False
v18,13,195,210,239,0.662,0.1506,155,8,32,0.6485,0.0335,0.5623,0.059300000000000005,-0.027700000000000058,0.09746666666666669,0.22585281733241702,False
v18,14,210,225,203,0.5623,0.1429,103,3,18,0.5074,0.0148,0.482,-0.007700000000000012,-0.03320000000000001,0.12826666666666667,0.18498022928016486,False
v18,15,225,240,174,0.482,0.1092,62,4,11,0.3563,0.023,0.4294,-0.033699999999999994,0.019399999999999973,0.13423333333333334,0.00609630494758113,False
v18,16,240,255,155,0.4294,0.0774,41,7,10,0.2645,0.0452,0.3961,-0.03180000000000001,0.027700000000000058,0.10983333333333334,-0.16270217557990152,False
v18,17,255,270,143,0.3961,0.0559,17,5,4,0.1189,0.035,0.374,-0.0215,0.019299999999999984,0.08083333333333334,-0.2768269344270989,False
v18,18,270,285,135,0.374,0.0296,8,2,9,0.0593,0.0148,0.3629,-0.026299999999999997,0.011199999999999988,0.054300000000000015,-0.41643070920297287,False
v18,19,285,300,131,0.3629,0.0,8,4,15,0.0611,0.0305,0.3629,-0.0296,0.01100000000000001,0.028500000000000008,-0.573551307429812,False
v18,20,300,315,131,0.3629,0.0382,4,3,7,0.0305,0.0229,0.349,0.0382,0.011099999999999999,0.02260000000000001,-0.37078080566409394,False
v18,21,315,330,126,0.349,0.0159,2,6,10,0.0159,0.0476,0.3435,-0.022299999999999997,-0.013900000000000023,0.018033333333333342,-0.48915206716607074,False
v18,22,330,345,124,0.3435,0.0323,10,1,7,0.0806,0.0081,0.3324,0.0164,0.008400000000000074,0.02880000000000001,-0.40209876274309225,False
v18,23,345,360,120,0.3324,0.0083,4,2,10,0.0333,0.0167,0.3296,-0.024,-0.005600000000000105,0.018833333333333344,-0.5294938423864753,False
v18,24,360,375,119,0.3296,0.0084,7,2,7,0.0588,0.0168,0.3269,9.99999999999994e-05,0.008300000000000085,0.016333333333333346,-0.5289630295546279,False
v18,25,375,390,118,0.3269,0.0169,6,2,10,0.0508,0.0169,0.3213,0.008499999999999999,9.999999999998899e-05,0.011200000000000009,-0.4838439388475964,False
v18,26,390,405,116,0.3213,0.0862,4,0,9,0.0345,0.0,0.2936,0.0693,-0.002900000000000069,0.037166666666666674,-0.11599064637732771,False
v18,27,405,420,106,0.2936,0.1792,5,3,2,0.0472,0.0283,0.241,0.093,-0.022099999999999898,0.0941,0.3776652872407818,False
v18,28,420,435,87,0.241,0.1724,4,2,13,0.046,0.023,0.1994,-0.0068000000000000005,-0.02490000000000009,0.14593333333333333,0.3415700146751566,False
v18,29,435,450,72,0.1994,0.3194,2,0,2,0.0278,0.0,0.1357,0.14700000000000002,0.011000000000000038,0.22366666666666668,1.1218648774908782,True
v18,30,450,465,49,0.1357,0.3878,1,0,2,0.0204,0.0,0.0831,0.06839999999999996,-0.02210000000000001,0.29319999999999996,1.4849408544745197,True
v18,31,465,480,30,0.0831,0.3333,2,1,1,0.0667,0.0333,0.0554,-0.05449999999999999,0.011100000000000013,0.3468333333333333,1.1956478611176706,True
v18,32,480,494,20,0.0554,1.0,2,0,1,0.1,0.0,0.0554,0.6667000000000001,0.0249,0.5737,4.734577011044484,True
v19,0,0,15,377,1.0,0.0451,79,46,99,0.2095,0.122,0.9549,0.0,0.0,0.0451,-0.3197547613664687,False
v19,1,15,30,360,0.9549,0.0583,60,17,59,0.1667,0.0472,0.8992,0.013199999999999996,0.0,0.051699999999999996,-0.25256785574144636,False
v19,2,30,45,339,0.8992,0.0354,37,14,45,0.1091,0.0413,0.8674,-0.022899999999999997,-0.010599999999999943,0.04626666666666667,-0.3691269571666745,False
v19,3,45,60,327,0.8674,0.0428,40,7,26,0.1223,0.0214,0.8302,0.007399999999999997,0.02389999999999992,0.045500000000000006,-0.33146157067991955,False
v19,4,60,75,313,0.8302,0.0351,32,4,26,0.1022,0.0128,0.8011,-0.0076999999999999985,-0.005399999999999849,0.03776666666666667,-0.37065393229451593,False
v19,5,75,90,302,0.8011,0.0132,18,9,29,0.0596,0.0298,0.7905,-0.0219,0.008099999999999885,0.030366666666666663,-0.4821231166269393,False
v19,6,90,105,298,0.7905,0.0101,17,12,21,0.057,0.0403,0.7825,-0.0031000000000000003,0.01849999999999996,0.019466666666666667,-0.49790185961463396,False
v19,7,105,120,295,0.7825,0.0068,16,15,20,0.0542,0.0508,0.7772,-0.0033,0.0026000000000000467,0.010033333333333333,-0.5146985860208896,False
v19,8,120,135,293,0.7772,0.0137,12,11,31,0.041,0.0375,0.7666,0.006900000000000001,0.0027000000000000357,0.010199999999999999,-0.47957815808053694,False
v19,9,135,150,289,0.7666,0.0035,13,8,17,0.045,0.0277,0.7639,-0.0102,-0.005300000000000082,0.007999999999999998,-0.5314953124271451,False
v19,10,150,165,288,0.7639,0.0139,15,8,32,0.0521,0.0278,0.7533,0.0104,0.00790000000000013,0.010366666666666666,-0.47856017466197603,False
