session_id,video_id,n_events,speed_ratio,anomalie_vitesse,regularite_anormale,sans_interaction_video_longue,non_exploitable
s008685,v24,6,1.0,False,False,False,False
s008686,v8,10,1.0,False,False,False,False
s008687,v3,9,1.0,False,False,False,False
s008688,v9,9,1.0,False,False,False,False
s008689,v17,5,1.0,False,False,False,False
s008690,v6,9,1.0,False,False,False,False
s008691,v29,7,1.0,False,False,False,False
s008692,v24,6,1.0,False,False,False,False
s008693,v2,6,1.0,False,False,False,False
s008694,v1,7,1.0,False,False,False,False
s008695,v27,3,1.0,False,False,False,False
s008696,v8,5,1.0,False,False,False,False
s008697,v22,6,1.0,False,False,False,False
s008698,v1,5,1.0,False,False,False,False
s008699,v21,9,1.0,False,False,False,False
s008700,v17,9,1.0,False,False,False,False
s008701,v6,6,1.0,False,False,False,False
s008702,v14,5,1.0,False,False,False,False
s008703,v13,5,1.0,False,False,False,False
s008704,v4,4,1.0,False,False,False,False
s008705,v27,6,1.0,False,False,False,False
s008706,v7,9,0.85,False,False,False,False
s008707,v6,3,1.0,False,False,False,False
s008708,v30,6,1.0,False,False,False,False
s008709,v6,12,1.0,False,False,False,False
s008710,v19,4,1.0,False,False,False,False
s008711,v28,6,1.01,False,False,False,False
s008712,v8,8,1.0,False,False,False,False
s008713,v5,6,1.0,False,False,False,False
s008714,v18,13,1.0,False,False,False,False
s008715,v17,8,1.0,False,False,False,False
s008716,v17,7,1.0,False,False,False,False
s008717,v2,8,1.0,False,False,False,False
s008718,v26,5,1.0,False,False,False,False
s008719,v15,8,1.0,False,False,False,False
s008720,v27,6,1.0,False,False,False,False
s008721,v3,7,1.0,False,False,False,False
s008722,v22,5,1.0,False,False,False,False
s008723,v5,7,1.0,False,False,False,False
s008724,v20,3,1.0,False,False,False,False
s008725,v23,3,1.0,False,False,False,False
s008726,v15,6,1.0,False,False,False,False
s008727,v11,5,1.0,False,False,False,False
s008728,v8,8,1.0,False,False,False,False
s008729,v22,10,1.0,False,False,False,False
s008730,v21,9,1.0,False,False,False,False
s008731,v27,3,1.0,False,False,False,False
s008732,v6,7,1.0,False,False,False,False
s008733,v21,14,1.0,False,False,False,False
s008734,v13,9,1.0,False,False,False,False
s008735,v7,3,1.0,False,False,False,False
s008736,v16,3,1.0,False,False,False,False
s008737,v19,7,1.0,False,False,False,False
s008738,v4,8,1.0,False,False,False,False
s008739,v3,6,1.0,False,False,False,False
s008740,v24,6,1.0,False,False,False,False
s008741,v14,6,1.0,False,False,False,False
s008742,v28,6,1.0,False,False,False,False
s008743,v2,5,1.0,False,False,False,False
s008744,v28,9,1.0,False,False,False,False
s008745,v20,5,1.0,False,False,False,False
s008746,v15,7,1.0,False,False,False,False
s008747,v4,8,1.0,False,False,False,False
s008748,v2,6,1.0,False,False,False,False
s008749,v18,8,0.98,False,False,False,False
s008750,v7,6,1.0,False,False,False,False
s008751,v18,5,1.0,False,False,False,False
s008752,v25,6,1.0,False,False,False,False
s008753,v16,4,1.0,False,False,False,False
s008754,v9,14,1.0,False,False,False,False
s008755,v7,4,1.0,False,False,False,False
s008756,v26,5,1.0,False,False,False,False
s008757,v22,3,1.0,False,False,False,False
s008758,v22,9,1.0,False,False,False,False
s008759,v9,10,1.0,False,False,False,False
s008760,v10,5,1.0,False,False,False,False
s008761,v21,5,1.0,False,False,False,False
s008762,v14,4,1.0,False,False,False,False
s008763,v28,7,1.0,False,False,False,False
s008764,v19,4,1.0,False,False,False,False
s008765,v30,7,1.0,False,False,False,False
s008766,v3,7,1.0,False,False,False,False
s008767,v24,4,1.0,False,False,False,False
s008768,v9,7,1.0,False,False,False,False
s008769,v3,8,1.0,False,False,False,False
s008770,v13,4,1.0,False,False,False,False
s008771,v4,7,1.0,False,False,False,False
s008772,v22,10,0.97,False,False,False,False
s008773,v25,7,1.0,False,False,False,False
s008774,v21,8,1.0,False,False,False,False
s008775,v12,9,1.0,False,False,False,False
s008776,v11,7,1.0,False,False,False,False
s008777,v21,6,1.0,False,False,False,False
s008778,v8,5,2.59,False,False,False,False
s008779,v8,7,1.0,False,False,False,False
s008780,v17,7,0.76,False,False,False,False
s008781,v20,7,1.0,False,False,False,False
s008782,v11,8,1.0,False,False,False,False
s008783,v29,6,1.0,False,False,False,False
s008784,v17,12,1.0,False,False,False,False
s008785,v22,10,1.0,False,False,False,False
s008786,v17,5,1.0,False,False,False,False
s008787,v19,6,1.0,False,False,False,False
s008788,v21,7,1.0,False,False,False,False
s008789,v19,7,1.0,False,False,False,False
s008790,v10,6,0.86,False,False,False,False
s008791,v8,8,1.0,False,False,False,False
s008792,v20,7,1.0,False,False,False,False
s008793,v19,4,1.0,False,False,False,False
s008794,v16,7,1.0,False,False,False,False
s008795,v6,5,1.0,False,False,False,False
s008796,v5,7,1.0,False,False,False,False
s008797,v18,11,1.0,False,False,False,False
s008798,v7,1,1.0,False,False,True,True
s008799,v20,5,1.0,False,False,False,False
s008800,v9,8,1.0,False,False,False,False
s008801,v13,9,1.0,False,False,False,False
s008802,v4,5,1.0,False,False,False,False
s008803,v25,5,1.0,False,False,False,False
s008804,v24,7,1.0,False,False,False,False
s008805,v4,5,1.0,False,False,False,False
s008806,v17,6,1.0,False,False,False,False
s008807,v7,4,1.0,False,False,False,False
s008808,v23,5,1.0,False,False,False,False
s008809,v6,7,2.17,False,False,False,False
s008810,v18,5,1.0,False,False,False,False
s008811,v9,14,1.0,False,False,False,False
s008812,v20,5,1.0,False,False,False,False
s008813,v17,9,1.0,False,False,False,False
s008814,v4,7,1.0,False,False,False,False
s008815,v30,7,1.0,False,False,False,False
s008816,v18,11,1.0,False,False,False,False
s008817,v12,4,1.0,False,False,False,False
s008818,v15,11,1.0,False,False,False,False
s008819,v27,8,1.0,False,False,False,False
s008820,v11,8,1.0,False,False,False,False
s008821,v11,5,1.0,False,False,False,False
s008822,v14,8,1.0,False,False,False,False
s008823,v2,4,1.0,False,False,False,False
s008824,v30,5,1.0,False,False,False,False
s008825,v6,3,1.0,False,False,False,False
s008826,v4,10,1.0,False,False,False,False
s008827,v29,6,1.0,False,False,False,False
s008828,v23,7,1.0,False,False,False,False
s008829,v10,9,1.0,False,False,False,False
s008830,v12,6,1.0,False,False,False,False
s008831,v4,6,1.0,False,False,False,False
s008832,v6,6,0.98,False,False,False,False
s008833,v30,8,1.0,False,False,False,False
s008834,v22,6,1.0,False,False,False,False
s008835,v26,7,1.0,False,False,False,False
s008836,v28,7,1.0,False,False,False,False
s008837,v15,9,1.0,False,False,False,False
s008838,v13,5,1.0,False,False,False,False
s008839,v30,7,1.0,False,False,False,False
s008840,v27,3,1.0,False,False,False,False
s008841,v4,11,1.0,False,False,False,False
s008842,v4,7,1.0,False,False,False,False
s008843,v7,6,1.0,False,False,False,False
s008844,v12,9,1.0,False,False,False,False
s008845,v21,7,1.0,False,False,False,False
s008846,v10,5,1.0,False,False,False,False
s008847,v20,5,1.0,False,False,False,False
s008848,v23,9,1.0,False,False,False,False
s008849,v28,5,1.0,False,False,False,False
s008850,v21,4,1.0,False,False,False,False
s008851,v19,6,1.0,False,False,False,False
s008852,v24,2,1.0,False,False,True,True
s008853,v2,6,1.0,False,False,False,False
s008854,v25,6,1.0,False,False,False,False
s008855,v15,7,1.0,False,False,False,False
s008856,v8,5,1.0,False,False,False,False
s008857,v10,7,1.0,False,False,False,False
s008858,v30,8,1.0,False,False,False,False
s008859,v5,7,1.0,False,False,False,False
s008860,v5,2,1.0,False,False,True,True
s008861,v4,8,1.0,False,False,False,False
s008862,v20,5,1.0,False,False,False,False
s008863,v3,6,1.0,False,False,False,False
s008864,v5,5,1.0,False,False,False,False
s008865,v25,9,1.0,False,False,False,False
s008866,v11,5,1.0,False,False,False,False
s008867,v15,4,0.94,False,False,False,False
s008868,v3,10,1.0,False,False,False,False
s008869,v21,7,1.0,False,False,False,False
s008870,v12,7,1.0,False,False,False,False
s008871,v21,10,1.0,False,False,False,False
s008872,v19,2,1.02,False,False,True,True
s008873,v16,7,1.0,False,False,False,False
s008874,v13,6,1.0,False,False,False,False
s008875,v9,8,1.0,False,False,False,False
s008876,v24,11,2.26,False,False,False,False
s008877,v21,6,1.0,False,False,False,False
s008878,v2,6,1.0,False,False,False,False
s008879,v27,4,1.0,False,False,False,False
s008880,v18,7,1.0,False,False,False,False
s008881,v13,9,1.0,False,False,False,False
s008882,v7,9,1.0,False,False,False,False
s008883,v4,4,1.0,False,False,False,False
s008884,v7,9,1.0,False,False,False,False
s008885,v4,4,1.0,False,False,False,False
s008886,v15,6,1.0,False,False,False,False
s008887,v16,7,1.0,False,False,False,False
s008888,v2,8,1.0,False,False,False,False
s008889,v16,3,1.0,False,False,False,False
s008890,v13,7,1.0,False,False,False,False
s008891,v8,11,1.0,False,False,False,False
s008892,v3,6,1.0,False,False,False,False
s008893,v9,10,1.0,False,False,False,False
s008894,v1,5,1.0,False,False,False,False
s008895,v13,8,1.0,False,False,False,False
s008896,v11,8,1.0,False,False,False,False
s008897,v27,5,1.0,False,False,False,False
s008898,v12,6,0.92,False,False,False,False
s008899,v6,7,1.0,False,False,False,False
s008900,v4,6,1.01,False,False,False,False
s008901,v6,7,1.0,False,False,False,False
s008902,v25,4,1.0,False,False,False,False
s008903,v5,3,1.0,False,False,False,False
s008904,v17,5,1.0,False,False,False,False
s008905,v17,7,1.0,False,False,False,False
s008906,v19,8,1.0,False,False,False,False
s008907,v4,9,0.9,False,False,False,False
s008908,v19,4,1.0,False,False,False,False
s008909,v7,7,1.0,False,False,False,False
s008910,v4,3,1.0,False,False,False,False
s008911,v1,7,1.0,False,False,False,False
s008912,v18,16,1.0,False,False,False,False
s008913,v30,6,1.0,False,False,False,False
s008914,v29,8,1.0,False,False,False,False
s008915,v3,11,1.0,False,False,False,False
s008916,v7,6,1.0,False,False,False,False
s008917,v1,9,1.0,False,False,False,False
s008918,v8,7,1.0,False,False,False,False
s008919,v17,8,1.0,False,False,False,False
s008920,v23,6,1.0,False,False,False,False
s008921,v5,9,1.0,False,False,False,False
s008922,v23,10,1.0,False,False,False,False
s008923,v24,8,1.0,False,False,False,False
s008924,v1,7,1.0,False,False,False,False
s008925,v19,11,1.0,False,False,False,False
s008926,v10,7,1.0,False,False,False,False
s008927,v10,6,1.0,False,False,False,False
s008928,v9,7,0.9,False,False,False,False
s008929,v9,4,1.0,False,False,False,False
s008930,v10,15,1.0,False,False,False,False
s008931,v27,4,1.0,False,False,False,False
s008932,v11,5,1.0,False,False,False,False
s008933,v3,5,1.0,False,False,False,False
s008934,v26,10,1.0,False,False,False,False
s008935,v25,7,1.0,False,False,False,False
s008936,v20,5,1.0,False,False,False,False
s008937,v6,6,1.0,False,False,False,False
s008938,v22,4,1.0,False,False,False,False
s008939,v23,8,1.0,False,False,False,False
s008940,v5,6,1.0,False,False,False,False
s008941,v2,5,1.0,False,False,False,False
s008942,v18,10,1.45,False,False,False,False
s008943,v3,5,1.0,False,False,False,False
s008944,v17,9,1.0,False,False,False,False
s008945,v23,5,1.0,False,False,False,False
s008946,v6,6,1.0,False,False,False,False
s008947,v26,5,1.0,False,False,False,False
s008948,v14,7,1.0,False,False,False,False
s008949,v3,11,1.0,False,False,False,False
s008950,v1,7,1.0,False,False,False,False
s008951,v29,4,1.0,False,False,False,False
s008952,v28,8,1.0,False,False,False,False
s008953,v10,5,1.0,False,False,False,False
s008954,v3,3,1.0,False,False,False,False
s008955,v21,4,1.0,False,False,False,False
s008956,v20,4,0.69,False,False,False,False
s008957,v18,10,1.0,False,False,False,False
s008958,v29,6,1.0,False,False,False,False
s008959,v21,11,1.0,False,False,False,False
s008960,v11,6,1.0,False,False,False,False
s008961,v14,9,1.0,False,False,False,False
s008962,v24,4,1.01,False,False,False,False
s008963,v16,11,1.0,False,False,False,False
s008964,v7,5,1.0,False,False,False,False
s008965,v29,11,1.0,False,False,False,False
s008966,v16,13,1.0,False,False,False,False
s008967,v18,7,1.0,False,False,False,False
s008968,v24,6,1.0,False,False,False,False
s008969,v14,7,1.0,False,False,False,False
s008970,v15,5,1.0,False,False,False,False
s008971,v8,5,1.0,False,False,False,False
s008972,v17,10,1.0,False,False,False,False
s008973,v30,5,1.0,False,False,False,False
s008974,v21,5,1.0,False,False,False,False
s008975,v9,12,1.0,False,False,False,False
s008976,v1,7,1.0,False,False,False,False
s008977,v5,7,1.0,False,False,False,False
s008978,v21,3,1.0,False,False,False,False
s008979,v24,8,1.0,False,False,False,False
s008980,v24,6,1.0,False,False,False,False
s008981,v10,4,1.0,False,False,False,False
s008982,v2,4,1.0,False,False,False,False
s008983,v1,10,1.0,False,False,False,False
s008984,v6,6,1.0,False,False,False,False
s008985,v27,9,1.0,False,False,False,False
s008986,v15,8,1.0,False,False,False,False
s008987,v23,10,1.0,False,False,False,False
s008988,v24,10,1.0,False,False,False,False
s008989,v24,11,1.0,False,False,False,False
s008990,v25,6,1.0,False,False,False,False
s008991,v8,6,1.0,False,False,False,False
s008992,v7,6,1.0,False,False,False,False
s008993,v4,8,1.0,False,False,False,False
s008994,v7,7,1.0,False,False,False,False
s008995,v28,6,1.0,False,False,False,False
s008996,v3,6,1.0,False,False,False,False
s008997,v4,8,1.0,False,False,False,False
s008998,v30,4,1.0,False,False,False,False
s008999,v7,2,1.0,False,False,True,True
s009000,v20,9,1.0,False,False,False,False
s009001,v23,5,1.0,False,False,False,False
s009002,v30,4,1.0,False,False,False,False
s009003,v28,7,1.0,False,False,False,False
s009004,v2,4,1.0,False,False,False,False
s009005,v7,6,1.0,False,False,False,False
s009006,v29,7,1.0,False,False,False,False
s009007,v30,4,1.0,False,False,False,False
s009008,v6,9,1.0,False,False,False,False
s009009,v18,9,1.0,False,False,False,False
s009010,v20,6,1.0,False,False,False,False
s009011,v14,4,1.0,False,False,False,False
s009012,v21,12,1.0,False,False,False,False
s009013,v3,6,1.0,False,False,False,False
s009014,v22,8,1.0,False,False,False,False
s009015,v21,8,1.0,False,False,False,False
s009016,v16,10,1.0,False,False,False,False
s009017,v20,7,1.0,False,False,False,False
s009018,v24,7,1.0,False,False,False,False
s009019,v27,5,1.0,False,False,False,False
s009020,v28,8,1.0,False,False,False,False
s009021,v3,6,1.0,False,False,False,False
s009022,v6,8,1.0,False,False,False,False
s009023,v28,3,1.01,False,False,False,False
s009024,v3,7,1.0,False,False,False,False
s009025,v28,9,1.0,False,False,False,False
s009026,v27,7,1.0,False,False,False,False
s009027,v24,4,1.0,False,False,False,False
s009028,v6,6,1.0,False,False,False,False
s009029,v8,6,1.0,False,False,False,False
s009030,v5,6,1.0,False,False,False,False
s009031,v16,9,1.0,False,False,False,False
s009032,v16,9,1.0,False,False,False,False
s009033,v10,3,1.02,False,False,False,False
s009034,v13,6,1.0,False,False,False,False
s009035,v15,8,1.0,False,False,False,False
s009036,v9,7,1.0,False,False,False,False
s009037,v16,6,1.0,False,False,False,False
s009038,v12,5,1.0,False,False,False,False
s009039,v18,9,1.0,False,False,False,False
s009040,v16,4,1.0,False,False,False,False
s009041,v25,6,1.0,False,False,False,False
s009042,v5,3,1.0,False,False,False,False
s009043,v29,9,1.0,False,False,False,False
s009044,v8,6,1.0,False,False,False,False
s009045,v13,5,1.0,False,False,False,False
s009046,v11,5,1.0,False,False,False,False
s009047,v25,8,1.0,False,False,False,False
s009048,v23,8,1.0,False,False,False,False
s009049,v23,5,1.0,False,False,False,False
s009050,v5,10,1.0,False,False,False,False
s009051,v4,7,1.0,False,False,False,False
s009052,v23,5,1.0,False,False,False,False
s009053,v15,11,1.0,False,False,False,False
s009054,v25,6,1.0,False,False,False,False
s009055,v18,9,1.0,False,False,False,False
s009056,v2,6,1.0,False,False,False,False
s009057,v7,4,1.0,False,False,False,False
s009058,v21,4,1.0,False,False,False,False
s009059,v9,2,1.0,False,False,False,False
s009060,v12,9,1.0,False,False,False,False
s009061,v22,12,1.0,False,False,False,False
s009062,v13,5,1.0,False,False,False,False
s009063,v5,6,1.0,False,False,False,False
s009064,v16,10,1.0,False,False,False,False
s009065,v24,7,1.0,False,False,False,False
s009066,v27,9,1.0,False,False,False,False
s009067,v17,7,1.0,False,False,False,False
s009068,v8,6,1.0,False,False,False,False
s009069,v7,4,1.0,False,False,False,False
s009070,v4,4,1.0,False,False,False,False
s009071,v25,8,1.0,False,False,False,False
s009072,v17,7,1.0,False,False,False,False
s009073,v3,7,1.0,False,False,False,False
s009074,v27,7,1.0,False,False,False,False
s009075,v25,8,1.0,False,False,False,False
s009076,v23,6,1.0,False,False,False,False
s009077,v13,10,1.0,False,False,False,False
s009078,v8,4,1.0,False,False,False,False
s009079,v18,8,1.0,False,False,False,False
s009080,v7,7,1.0,False,False,False,False
s009081,v21,10,1.0,False,False,False,False
s009082,v3,6,1.0,False,False,False,False
s009083,v26,6,1.0,False,False,False,False
s009084,v8,10,1.0,False,False,False,False
s009085,v14,4,1.0,False,False,False,False
s009086,v20,7,1.0,False,False,False,False
s009087,v19,10,1.0,False,False,False,False
s009088,v13,5,1.0,False,False,False,False
s009089,v6,9,1.0,False,False,False,False
s009090,v7,7,1.0,False,False,False,False
s009091,v22,8,1.0,False,False,False,False
s009092,v13,7,1.0,False,False,False,False
s009093,v16,6,1.0,False,False,False,False
s009094,v6,6,1.0,False,False,False,False
s009095,v13,4,1.0,False,False,False,False
s009096,v17,6,1.0,False,False,False,False
s009097,v9,10,1.0,False,False,False,False
s009098,v14,3,1.0,False,False,False,False
s009099,v17,3,1.0,False,False,False,False
s009100,v25,3,1.0,False,False,False,False
s009101,v26,6,0.79,False,False,False,False
s009102,v24,11,1.0,False,False,False,False
s009103,v14,11,1.0,False,False,False,False
s009104,v16,9,1.0,False,False,False,False
s009105,v22,4,1.0,False,False,False,False
s009106,v24,10,1.0,False,False,False,False
s009107,v29,16,1.0,False,False,False,False
s009108,v11,8,1.0,False,False,False,False
s009109,v29,6,1.0,False,False,False,False
s009110,v30,7,1.0,False,False,False,False
s009111,v24,6,1.0,False,False,False,False
s009112,v10,10,1.0,False,False,False,False
s009113,v5,6,1.0,False,False,False,False
s009114,v24,7,1.0,False,False,False,False
s009115,v23,8,1.01,False,False,False,False
s009116,v23,8,1.0,False,False,False,False
s009117,v29,11,2.86,False,False,False,False
s009118,v14,7,1.0,False,False,False,False
s009119,v3,11,1.0,False,False,False,False
s009120,v12,8,0.87,False,False,False,False
s009121,v24,5,1.0,False,False,False,False
s009122,v12,5,1.0,False,False,False,False
s009123,v9,6,1.0,False,False,False,False
s009124,v12,9,1.0,False,False,False,False
s009125,v2,7,1.0,False,False,False,False
s009126,v26,9,1.0,False,False,False,False
s009127,v21,6,1.0,False,False,False,False
s009128,v12,7,1.0,False,False,False,False
s009129,v1,6,1.0,False,False,False,False
s009130,v30,5,1.0,False,False,False,False
s009131,v6,7,1.0,False,False,False,False
s009132,v22,11,1.0,False,False,False,False
s009133,v12,4,1.0,False,False,False,False
s009134,v20,6,1.0,False,False,False,False
s009135,v30,10,1.0,False,False,False,False
s009136,v9,8,1.0,False,False,False,False
s009137,v22,6,1.0,False,False,False,False
s009138,v8,7,1.0,False,False,False,False
s009139,v20,7,1.0,False,False,False,False
s009140,v13,9,1.0,False,False,False,False
s009141,v10,9,1.0,False,False,False,False
s009142,v18,5,1.0,False,False,False,False
s009143,v7,6,1.0,False,False,False,False
s009144,v2,8,1.0,False,False,False,False
s009145,v13,4,1.0,False,False,False,False
s009146,v18,9,1.0,False,False,False,False
s009147,v8,10,1.0,False,False,False,False
s009148,v23,8,1.0,False,False,False,False
s009149,v24,5,1.0,False,False,False,False
s009150,v23,6,1.36,False,False,False,False
s009151,v13,4,1.0,False,False,False,False
s009152,v28,13,2.85,False,False,False,False
s009153,v15,9,1.0,False,False,False,False
s009154,v15,5,1.0,False,False,False,False
s009155,v12,8,1.01,False,False,False,False
s009156,v30,4,1.0,False,False,False,False
s009157,v17,11,1.0,False,False,False,False
s009158,v29,8,1.0,False,False,False,False
s009159,v15,2,1.0,False,False,False,False
s009160,v24,8,1.0,False,False,False,False
s009161,v15,6,1.0,False,False,False,False
s009162,v9,12,1.0,False,False,False,False
s009163,v9,10,1.0,False,False,False,False
s009164,v8,5,1.0,False,False,False,False
s009165,v24,10,1.0,False,False,False,False
s009166,v21,8,1.0,False,False,False,False
s009167,v9,8,1.0,False,False,False,False
s009168,v3,5,1.0,False,False,False,False
s009169,v11,6,1.0,False,False,False,False
s009170,v21,7,1.0,False,False,False,False
s009171,v3,7,1.0,False,False,False,False
s009172,v12,6,1.0,False,False,False,False
s009173,v30,8,1.0,False,False,False,False
s009174,v1,9,1.0,False,False,False,False
s009175,v29,6,1.0,False,False,False,False
s009176,v1,4,1.0,False,False,False,False
s009177,v28,12,1.0,False,False,False,False
s009178,v12,9,1.0,False,False,False,False
s009179,v10,8,1.0,False,False,False,False
s009180,v20,8,1.0,False,False,False,False
s009181,v2,6,1.0,False,False,False,False
s009182,v18,7,1.0,False,False,False,False
s009183,v8,5,1.0,False,False,False,False
s009184,v2,8,1.0,False,False,False,False
s009185,v17,6,1.0,False,False,False,False
s009186,v14,11,1.0,False,False,False,False
s009187,v29,12,1.0,False,False,False,False
s009188,v3,10,1.0,False,False,False,False
s009189,v9,6,1.0,False,False,False,False
s009190,v12,4,1.0,False,False,False,False
s009191,v9,8,1.0,False,False,False,False
s009192,v29,4,1.0,False,False,False,False
s009193,v15,9,1.0,False,False,False,False
s009194,v12,6,1.0,False,False,False,False
s009195,v6,6,2.86,False,False,False,False
s009196,v10,8,1.0,False,False,False,False
s009197,v2,6,1.0,False,False,False,False
s009198,v6,5,1.0,False,False,False,False
s009199,v16,6,1.0,False,False,False,False
s009200,v12,7,1.01,False,False,False,False
s009201,v26,10,1.0,False,False,False,False
s009202,v9,7,2.14,False,False,False,False
s009203,v21,9,1.0,False,False,False,False
s009204,v7,8,1.0,False,False,False,False
s009205,v13,6,1.0,False,False,False,False
s009206,v21,6,1.0,False,False,False,False
s009207,v11,8,1.0,False,False,False,False
s009208,v19,7,1.0,False,False,False,False
s009209,v6,6,1.0,False,False,False,False
s009210,v27,4,1.0,False,False,False,False
s009211,v2,5,1.0,False,False,False,False
s009212,v23,4,1.0,False,False,False,False
s009213,v16,7,1.0,False,False,False,False
s009214,v14,9,1.0,False,False,False,False
s009215,v24,8,1.0,False,False,False,False
s009216,v21,8,1.0,False,False,False,False
s009217,v3,11,1.0,False,False,False,False
s009218,v17,9,1.0,False,False,False,False
s009219,v21,9,1.0,False,False,False,False
s009220,v21,7,1.0,False,False,False,False
s009221,v23,8,1.0,False,False,False,False
s009222,v29,14,1.0,False,False,False,False
s009223,v16,9,1.0,False,False,False,False
s009224,v18,8,1.0,False,False,False,False
s009225,v21,7,1.0,False,False,False,False
s009226,v3,11,1.0,False,False,False,False
s009227,v14,3,1.0,False,False,False,False
s009228,v5,7,1.0,False,False,False,False
s009229,v17,7,1.0,False,False,False,False
s009230,v19,5,1.0,False,False,False,False
s009231,v24,5,1.0,False,False,False,False
s009232,v15,9,1.0,False,False,False,False
s009233,v22,6,1.0,False,False,False,False
s009234,v22,7,1.0,False,False,False,False
s009235,v9,6,1.0,False,False,False,False
s009236,v3,11,1.0,False,False,False,False
s009237,v8,4,1.0,False,False,False,False
s009238,v16,8,1.0,False,False,False,False
s009239,v21,10,1.0,False,False,False,False
s009240,v10,5,1.0,False,False,False,False
s009241,v5,7,1.0,False,False,False,False
s009242,v5,3,1.0,False,False,False,False
s009243,v20,5,1.0,False,False,False,False
s009244,v12,8,1.0,False,False,False,False
s009245,v2,7,1.0,False,False,False,False
s009246,v17,11,1.0,False,False,False,False
s009247,v5,8,1.0,False,False,False,False
s009248,v2,9,1.0,False,False,False,False
s009249,v28,7,1.0,False,False,False,False
s009250,v7,5,1.0,False,False,False,False
s009251,v4,6,1.0,False,False,False,False
s009252,v10,7,1.0,False,False,False,False
s009253,v13,5,1.0,False,False,False,False
s009254,v13,8,1.0,False,False,False,False
s009255,v5,3,1.0,False,False,False,False
s009256,v13,6,0.92,False,False,False,False
s009257,v28,7,1.0,False,False,False,False
s009258,v21,7,1.0,False,False,False,False
s009259,v12,7,1.0,False,False,False,False
s009260,v1,11,1.0,False,False,False,False
s009261,v21,7,1.0,False,False,False,False
s009262,v7,6,1.0,False,False,False,False
s009263,v22,9,1.0,False,False,False,False
s009264,v19,4,1.0,False,False,False,False
s009265,v14,4,1.0,False,False,False,False
s009266,v20,7,1.0,False,False,False,False
s009267,v24,5,1.0,False,False,False,False
s009268,v10,6,1.0,False,False,False,False
s009269,v21,8,1.0,False,False,False,False
s009270,v20,10,1.0,False,False,False,False
s009271,v3,6,1.0,False,False,False,False
s009272,v15,6,1.0,False,False,False,False
s009273,v15,6,1.0,False,False,False,False
s009274,v16,9,1.0,False,False,False,False
s009275,v15,7,0.91,False,False,False,False
s009276,v25,9,1.0,False,False,False,False
s009277,v1,3,1.0,False,False,False,False
s009278,v10,14,1.0,False,False,False,False
s009279,v19,14,1.0,False,False,False,False
s009280,v3,4,0.41,False,False,False,False
s009281,v9,6,1.0,False,False,False,False
s009282,v29,9,1.0,False,False,False,False
s009283,v8,9,1.0,False,False,False,False
s009284,v11,8,1.0,False,False,False,False
s009285,v24,9,1.0,False,False,False,False
s009286,v30,5,1.0,False,False,False,False
s009287,v21,9,1.0,False,False,False,False
s009288,v19,7,1.0,False,False,False,False
s009289,v22,6,1.0,False,False,False,False
s009290,v27,6,1.0,False,False,False,False
s009291,v22,7,1.0,False,False,False,False
s009292,v8,8,0.95,False,False,False,False
s009293,v1,5,1.0,False,False,False,False
s009294,v15,12,1.0,False,False,False,False
s009295,v27,9,1.0,False,False,False,False
s009296,v21,5,1.0,False,False,False,False
s009297,v12,7,1.0,False,False,False,False
s009298,v30,4,1.0,False,False,False,False
s009299,v29,9,1.0,False,False,False,False
s009300,v11,4,1.0,False,False,False,False
s009301,v4,6,1.0,False,False,False,False
s009302,v30,4,1.0,False,False,False,False
s009303,v7,6,1.0,False,False,False,False
s009304,v23,10,1.0,False,False,False,False
s009305,v6,8,0.89,False,False,False,False
s009306,v29,6,1.0,False,False,False,False
s009307,v24,8,1.0,False,False,False,False
s009308,v28,9,1.0,False,False,False,False
s009309,v26,9,1.0,False,False,False,False
s009310,v29,7,1.0,False,False,False,False
s009311,v16,7,1.0,False,False,False,False
s009312,v21,8,1.0,False,False,False,False
s009313,v16,5,1.0,False,False,False,False
s009314,v5,6,1.0,False,False,False,False
s009315,v6,8,0.93,False,False,False,False
s009316,v1,9,1.0,False,False,False,False
s009317,v19,8,1.0,False,False,False,False
s009318,v21,8,1.0,False,False,False,False
s009319,v21,5,1.0,False,False,False,False
s009320,v26,9,1.0,False,False,False,False
s009321,v19,7,1.0,False,False,False,False
s009322,v2,7,1.0,False,False,False,False
s009323,v3,5,1.0,False,False,False,False
s009324,v19,15,1.0,False,False,False,False
s009325,v2,7,1.0,False,False,False,False
s009326,v23,8,1.01,False,False,False,False
s009327,v19,9,1.0,False,False,False,False
s009328,v25,5,1.0,False,False,False,False
s009329,v4,6,1.0,False,False,False,False
s009330,v8,10,2.85,False,False,False,False
s009331,v21,9,0.95,False,False,False,False
s009332,v15,9,1.0,False,False,False,False
s009333,v27,10,1.0,False,False,False,False
s009334,v17,5,1.0,False,False,False,False
s009335,v25,5,0.66,False,False,False,False
s009336,v13,5,1.0,False,False,False,False
s009337,v1,6,1.0,False,False,False,False
s009338,v13,8,1.0,False,False,False,False
s009339,v21,3,1.0,False,False,False,False
s009340,v20,7,1.0,False,False,False,False
s009341,v3,9,1.0,False,False,False,False
s009342,v3,8,1.0,False,False,False,False
s009343,v8,5,1.0,False,False,False,False
s009344,v27,9,1.0,False,False,False,False
s009345,v8,9,0.84,False,False,False,False
s009346,v8,4,1.0,False,False,False,False
s009347,v29,6,1.0,False,False,False,False
s009348,v1,4,1.0,False,False,False,False
